source_id	locator	title	author	k_route	availability	evidence_path	duplicate_group
finance-8d3a014daa8c	vault:processed/03_财务与会计/量化交易平台选择.md	量化交易平台选择			locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-8f3aa4b40574	vault:processed/03_财务与会计/wechat-69c35f0e3ebd.md	企业成本分析PPT框架与汇报指南		K1+K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-9338530bc865	vault:processed/03_财务与会计/什么是财务计划与分析FP&A.md	什么是财务计划与分析(FP&A)？	SAP 中国	K4+K5+K6+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-96725da37171	vault:processed/03_财务与会计/wechat-f0ba21bbb8f3.md	小米2024年财报深度解析		K2+K3	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-96c177e54735	vault:processed/03_财务与会计/一、报价逻辑总述.md	一、报价逻辑总述		K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-96c59dca6e16	vault:processed/03_财务与会计/财务分析报表常见20个公式.md	财务分析报表常见20个公式，你都用对了吗？	FineReport（帆软）	K2+K3	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-97445a6df9d0	vault:processed/03_财务与会计/1920943782275063936_产品定价测算详细教程：7大模型 × 经营约束 × Excel实操.md	产品定价测算模型与Excel实操教程		K3+K8	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-9845dc87277c	vault:processed/03_财务与会计/wechat-80eaffe31e43.md	现金流量表：财务高手的三问三看		K1+K4	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-9887058afb2b	vault:processed/03_财务与会计/2025年成本核算：基本流程、方法与产业特点.md	2025年成本核算：基本流程、方法与产业特点		K2+K8	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-9962539ff7a8	vault:processed/03_财务与会计/wechat-a96c2d4ddb0c.md	财务能力分析四大看板实战指南		K2+K3+K5	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-99a298e2c787	vault:processed/03_财务与会计/wechat-62e9d816a881.md	普通人应该掌握的10个会计常识		K1+K2+K3+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-9aa52155835b	vault:processed/03_财务与会计/wechat-3544b0be9991.md	国企十五五财务规划写作指南		K3+K4+K5+K6+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-9c45882a6100	vault:processed/03_财务与会计/走进计收费（七）：返点篇.md	走进计收费（七）：返点篇		K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-9d7af57fe484	vault:processed/03_财务与会计/1919737227177475376_集团财务智能驾驶舱产品全解析：单机版集团财务分析工具.md	集团财务智能驾驶舱解析		K1+K2+K3+K4+K5+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-9de0e5b2c437	vault:processed/03_财务与会计/wechat-9572ef2edce0.md	财务BP五大经营思维模型		K1+K3+K4+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-9dfde3382128	vault:processed/03_财务与会计/财务分析必看的8个模型.md	财务分析必看的8个模型	李启方（知乎专栏）	K1+K2+K3+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-9f456352e97f	vault:processed/03_财务与会计/菜鸟业财一体化建设的思考与实践.md	菜鸟业财一体化建设的思考与实践		K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-a2c8a5f0ba10	vault:processed/03_财务与会计/wechat-3c83cf5f1937.md	企业半年度财务分析报告模板		K2+K3+K4+K5+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-a5b80070c43f	vault:processed/03_财务与会计/2026年1季度财务分析报告：增长与现金流的平衡挑战.md	2026年1季度财务分析报告：增长与现金流的平衡挑战		K1+K2+K3+K6+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-a656dd617fd7	vault:processed/03_财务与会计/wechat-acfc3d4b464b.md	专业财务分析报告撰写指南		K2+K3+K5+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-a7787cf8b33c	vault:processed/03_财务与会计/账实相符是会计账簿记录与实物、款项实有数核对相符的简称。通过会计账簿记录与实物、款项的实有数相核对，可以检查、验证会计账簿记录的正确性….md	账实相符是会计账簿记录与实物、款项实有数核对相符的简称。通过会计账簿记录与实物、款项的实有数相核对，可以检查、验证会计账簿记录的正确性…			locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-aa56d546f9a1	vault:processed/03_财务与会计/wechat-d1f02e57b19f.md	经营分析报告：问题根因与行动建议		K4+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-ad3c52e900f6	vault:processed/03_财务与会计/关于业财一体化的一点思考_1.md	关于业财一体化的一点思考		K1+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-ae5ca5d09722	vault:processed/03_财务与会计/wechat-5e2b56d878d3.md	BI数据分析与财务分析的区别与联系		K1+K2+K3+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-ae8373dbcb36	vault:processed/03_财务与会计/wechat-7031185062d8.md	资金缺口测算五大模型与案例		K3+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-af3b2fd7791f	vault:processed/03_财务与会计/2026年8月财务分析报告.md	2026年8月财务分析报告			locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-af7198dfa4fc	vault:processed/03_财务与会计/财务bp8月分析报告--（第一版）.md	财务bp8月分析报告--（第一版）			locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-affea283583e	vault:processed/03_财务与会计/wechat-a797d40b528f.md	新会计法下财务人员坚守底线		K3+K4+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-b0e21f05b91c	vault:processed/03_财务与会计/note_13.md	note		K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-b2f611fe8548	vault:processed/03_财务与会计/业财契约标准化-能力建设和实际落地情况总结.md	业财契约标准化-能力建设和实际落地情况总结		K5+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-b44d91498a37	vault:processed/03_财务与会计/1912693331566188816_宇树科技CFO王枫：估值420亿公司的财务定价逻辑与职业启示.md	宇树科技CFO薪酬与定价逻辑		K3+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-b45e09ba7cbf	vault:processed/03_财务与会计/wechat-319be901169c.md	净利润与现金流逻辑关系解析		K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-b50deb2a0bdb	vault:processed/03_财务与会计/wechat-c2985df07f9e.md	财务分析方法与核心指标指南		K1+K2+K3	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-b648187ba09c	vault:processed/03_财务与会计/1920705040076281600_国家队持仓新变化，投资者能否继续抄作业？ _ 何刚·投资参考（年度日更）.md	国家队二季度A股持仓变化与投资启示			locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-b90a2b9f19f4	vault:processed/03_财务与会计/wechat-0987cad77723.md	合并报表编制步骤详解与案例解析		K1	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-b97a19344d2f	vault:processed/03_财务与会计/wechat-022f47e21399.md	财务高手都是懂经营分析的		K1+K2+K3+K4+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-ba1ddf3b3dd9	vault:processed/03_财务与会计/wechat-fb404193422f.md	财务各岗位工作流程与职责清单		K1+K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-bfb1cdf8ea19	vault:processed/03_财务与会计/自动化计费对账付款.md	自动化计费对账付款		K1+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-c0863cc6879e	vault:processed/03_财务与会计/wechat-ffbda289155e.md	企业季度财务分析报告模板		K3+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-c09d2c00014e	vault:processed/03_财务与会计/wechat-0d8bf0a732ec.md	财务BP必须掌握的五大业务逻辑		K3+K4+K5+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-c1a8e26a6c2c	vault:processed/03_财务与会计/wechat-1c739cac00eb.md	DeepSeek在财务分析中的应用技巧		K2+K3+K4+K8	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-c4fdaa669623	vault:processed/03_财务与会计/会经营分析的财务人员，前途无量.md	会经营分析的财务人员，前途无量		K4+K6+K8	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-c6ce00611c10	vault:processed/03_财务与会计/wechat-19ae8b2371a2.md	财务分析模型一键导入与计算		K1+K3+K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-c7ae78c42f45	vault:processed/03_财务与会计/一、现状分析及推进策略.md	一、现状分析及推进策略		K1+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-c8052002ac73	vault:processed/03_财务与会计/财务报表的三大逻辑切入点.md	财务报表的三大逻辑切入点：盈利质量、资产质量和现金流量	马靖昊说会计	K1+K3	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-c8e730cbb6d9	vault:processed/03_财务与会计/wechat-5da4791f0154.md	巴菲特财报阅读哲学与核心指标		K1+K3+K4	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-ca16033705e1	vault:processed/03_财务与会计/CFO与FC到底谁是财务总监.md	CFO与FC到底谁是财务总监		K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-cc1f3f1d34fe	vault:processed/03_财务与会计/做财务主管和财务BP哪个更累？.md	做财务主管和财务BP哪个更累？		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-ccbf9de3f781	vault:processed/03_财务与会计/1917419025023144024_离岸信托补税潮深度解读：21号文落地与富豪群体影响.md	离岸信托补税政策深度解读		K8	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-cd77c68d1a3e	vault:processed/03_财务与会计/搭建世界一流全面预算管理体系.md	搭建世界一流全面预算管理体系，助力企业提升资源配置和战略落地能力	普华永道中国	K1+K4+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-cdd13abffc2f	vault:processed/03_财务与会计/wechat-2c93531a44c5.md	财务总监年度工作总结与计划模板		K5+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-cf1377c8dfbf	vault:processed/03_财务与会计/会计术语“计提”的含义、依据及应用.md	会计术语“计提”的含义、依据及应用		K1	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-cf5113d9d037	vault:processed/03_财务与会计/菜鸟学账务之第三弹-借贷记账大法好.md	菜鸟学账务之第三弹-借贷记账大法好		K1+K6	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-d31433a05521	vault:processed/03_财务与会计/2026年5月费用分析报告.md	2026年5月费用分析报告		K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-d5a9f23b999c	vault:processed/03_财务与会计/wechat-ef07bbe15507.md	会计财务与管理利润差异解析		K1+K2+K6	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-d5e33147e9e4	vault:processed/03_财务与会计/wechat-186f20eb3e41.md	企业财务指标的内在联系与实战解析		K1+K2+K3+K4+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-d6a304193d5a	vault:processed/03_财务与会计/wechat-5c4eac853db5.md	财务分析报告PPT标准模板		K3+K4+K5+K6	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-d77eb6639ad4	vault:processed/03_财务与会计/wechat-3e2f8260b9a9.md	七大经典财务模型解析与应用		K2+K3+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-d808895bcc6c	vault:processed/03_财务与会计/wechat-3e093143508e.md	财务向经营分析转型的七项能力		K3+K4+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-db62e3ba51cc	vault:processed/03_财务与会计/一文读懂业财融合：概念、层次、IT系统建设.md	一文读懂业财融合：概念、层次、IT系统建设	纷享销客	K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-dc162bc629bb	vault:processed/03_财务与会计/wechat-08fe1ec62a62.md	利润表五步闭环分析法		K1+K6	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-dcab014490c5	vault:processed/03_财务与会计/wechat-0ebdf81d2fc8.md	应收账款管控模型与核心思路		K1+K3+K4+K5+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-dd114d35c076	vault:processed/03_财务与会计/集团内部交易抵销全解析.md	集团内部交易抵销全解析		K1+K4+K8	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-dd2bc73ca927	vault:processed/03_财务与会计/wechat-fa5a30284131.md	资产负债表分析：四大维度与关键指标		K1+K2+K3+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-ddf73cb3ee31	vault:processed/03_财务与会计/1915818090995268664_财务职业进阶深度指南：从核算执行到价值型财务的破局路径.md	从核算到价值型财务的进阶指南		K4+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-de2263d609e3	vault:processed/03_财务与会计/wechat-c5473a2dbd6f.md	一流财务总监如何看现金流量表		K1+K3+K4	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-de601dea77df	vault:processed/03_财务与会计/wechat-1ac656bd5c68.md	财务各岗位年中复盘指南		K1+K4+K6	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-deff9d479c0f	vault:processed/03_财务与会计/一文讲透如何写出一篇有深度的财务分析.md	一文讲透：如何写出一篇有深度的财务分析！	肥仔（知乎专栏）	K1+K2+K3+K4+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-df59dbb0e895	vault:processed/03_财务与会计/wechat-4268b3560cf1.md	应收账款周转率精细化管理		K1+K3+K4+K5+K6+K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-dfe484a9f7e8	vault:processed/03_财务与会计/wechat-4826028ed7cf.md	如何通俗的看懂财务三大报表？		K1+K2	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-e0baa1a9cb4b	vault:processed/03_财务与会计/从市盈率到终局思维价值投资的底层逻辑与实践路径.md	从市盈率到终局思维价值投资的底层逻辑与实践路径		K2	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-e5c737c064d1	vault:processed/03_财务与会计/企业财务分析实战指南：4大核心模块系统搭建与应用.md	企业财务分析实战指南：4大核心模块系统搭建与应用		K1+K2+K3+K4+K5+K7+K8	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-e7055d75f190	vault:processed/03_财务与会计/合并会计报表编制中的合并抵消原理与实践.md	合并会计报表编制中的合并抵消原理与实践		K1+K8	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-e79cefb58928	vault:processed/03_财务与会计/wechat-d92ec05edfcc.md	财务分析必须基于业务逻辑		K1+K3+K4	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-e7e4c27dc072	vault:processed/03_财务与会计/wechat-e60e2c08ddb9.md	为什么现金流比净利润更重要？		K1+K5	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
finance-e814994afa95	vault:processed/03_财务与会计/援引的法律条文等.md	援引的法律条文等		K7	locator-only	synthesis/2026-09-12-obsidian-scan/A-finance.md	
